date,user,comment
2:23:10,hawwii keenya,Askarta Itoobiya waxay ku bixinayaan nolosha shacabka Soomaaliyeed oo ah dadkooda.
2:23:13,Innocent Guitar,"""ድርቅ መንግሥት ያመጣው አይደለም። ""እኛ የታቀፍነው የቆቅ ለጅ ነው።""""በሒደት እያጠሩ እንክርዳዱን መለየት ነው።"" ። ""ሥንሠራ የቸሻለ ለውጥ ይመጣል""። ""ነገን ለመዋጀት""""ለትናንት ስንፋጅ ነገን እያጣን ነው"" ""ለባንዳ ቢዝነስ ለጠላቶች ግን አገር ማፍረስ ነው። "" አቢይ አሕመድ።"
2:23:13,Ku City,limn bat geza enatoch dem alikisw
2:23:19,Innocent Guitar,"""ድርቅ መንግሥት ያመጣው አይደለም። ""እኛ የታቀፍነው የቆቅ ለጅ ነው።""""በሒደት እያጠሩ እንክርዳዱን መለየት ነው።"" ። ""ሥንሠራ የቸሻለ ለውጥ ይመጣል""። ""ነገን ለመዋጀት""""ለትናንት ስንፋጅ ነገን እያጣን ነው"" ""ለባንዳ ቢዝነስ ለጠላቶች ግን አገር ማፍረስ ነው። "" አቢይ አሕመድ።"
2:23:24,Kiya Amanuel,Harki keenya ittisa Itoophiyaati
2:23:24,Innocent Guitar,"""ድርቅ መንግሥት ያመጣው አይደለም። ""እኛ የታቀፍነው የቆቅ ለጅ ነው።""""በሒደት እያጠሩ እንክርዳዱን መለየት ነው።"" ። ""ሥንሠራ የቸሻለ ለውጥ ይመጣል""። ""ነገን ለመዋጀት""""ለትናንት ስንፋጅ ነገን እያጣን ነው"" ""ለባንዳ ቢዝነስ ለጠላቶች ግን አገር ማፍረስ ነው። "" አቢይ አሕመድ።"
2:23:26,Dz Ethio,በጠ/ሚ አቢይ እና ካቢኔያቸው ጥረት ኢትዮጵያ የባህር በር ሊታገኝ ተቃርቧል። ኢትዮጵያ የጂቡቲ ወደብ ላይ ጥገኛ ሆና መቀጠል ስለሌላባት ከሶማሌላንድ የገባችው ስምምነት ቶሎ ተግባራዊ መሆን አለበት።
2:23:27,turkishboutique356 zefmeshthirdfloor,Famine is not for Ethiopia. every body has to produce & participate in agricultural development.
2:23:29,Innocent Guitar,"""ድርቅ መንግሥት ያመጣው አይደለም። ""እኛ የታቀፍነው የቆቅ ለጅ ነው።""""በሒደት እያጠሩ እንክርዳዱን መለየት ነው።"" ። ""ሥንሠራ የቸሻለ ለውጥ ይመጣል""። ""ነገን ለመዋጀት""""ለትናንት ስንፋጅ ነገን እያጣን ነው"" ""ለባንዳ ቢዝነስ ለጠላቶች ግን አገር ማፍረስ ነው። "" አቢይ አሕመድ።"
2:23:32,ተስፍኛዋ,$learning $learning $learning $learning $learning $learning $💪 $💪 $💪 $💪 $💪 $💪 $💪 $💪
2:23:35,Innocent Guitar,"""ድርቅ መንግሥት ያመጣው አይደለም። ""እኛ የታቀፍነው የቆቅ ለጅ ነው።""""በሒደት እያጠሩ እንክርዳዱን መለየት ነው።"" ። ""ሥንሠራ የቸሻለ ለውጥ ይመጣል""። ""ነገን ለመዋጀት""""ለትናንት ስንፋጅ ነገን እያጣን ነው"" ""ለባንዳ ቢዝነስ ለጠላቶች ግን አገር ማፍረስ ነው። "" አቢይ አሕመድ።"
2:23:35,Gutema Belay,የሰላም አባት
2:23:35,የኛ Tech Tube - Yegna Tech Tube,ወሬንማ አንተ አውራት። ስንቱን ሰከስከን?
2:23:36,batuga tagin,"Political, economic and social values that started with the philosophy of inclusion have made Ethiopia's prosperity a reality."
2:23:40,Innocent Guitar,"""ድርቅ መንግሥት ያመጣው አይደለም። ""እኛ የታቀፍነው የቆቅ ለጅ ነው።""""በሒደት እያጠሩ እንክርዳዱን መለየት ነው።"" ። ""ሥንሠራ የቸሻለ ለውጥ ይመጣል""። ""ነገን ለመዋጀት""""ለትናንት ስንፋጅ ነገን እያጣን ነው"" ""ለባንዳ ቢዝነስ ለጠላቶች ግን አገር ማፍረስ ነው። "" አቢይ አሕመድ።"
2:23:41,Kuri Kebede,“ምስጉን ነው በክፉዎች ምክር ያልሄደ፥ በኃጢአተኞችም መንገድ ያልቆመ፥ በዋዘኞችም ወንበር ያልተቀመጠ።” — መዝሙር 1፥1
2:23:41,Mereja Abebe,ሰራሕተኛታት ልምዓት ናብራ ህዝቢ ኣብ ምቕያር ግልፂ ኣወንታዊ ፅልዋ ካብ ዘለዎም ገዲፍካ ብልፅግና ኢትዮጵያ ክውን ገይሮም እዮም።
2:23:42,Alemhagere,Nagaan ayyaana hunda keenya keessa jiruudha.
2:23:45,Innocent Guitar,"""ድርቅ መንግሥት ያመጣው አይደለም። ""እኛ የታቀፍነው የቆቅ ለጅ ነው።""""በሒደት እያጠሩ እንክርዳዱን መለየት ነው።"" ። ""ሥንሠራ የቸሻለ ለውጥ ይመጣል""። ""ነገን ለመዋጀት""""ለትናንት ስንፋጅ ነገን እያጣን ነው"" ""ለባንዳ ቢዝነስ ለጠላቶች ግን አገር ማፍረስ ነው። "" አቢይ አሕመድ።"
2:23:46,Dz Ethio,H.E. PM Abiy Ahmed is unwavering in ensuring the sovereignty and independence of his country. His commitment extends to bolstering security in the crucial domains of food and energy sectors. 🇪🇹 $✨
2:23:47,Tegegn Wolde,betikikil
2:23:47,Kiya Amanuel,በችግር ብዛት ተስፋ ልንቆርጥ ስንል ትላልቅ ፕሮጀክቶች ሲሰሩ ተስፋችን ሲለመልም ስለ ነገም አንፈራም ።
2:23:47,Biltasor Shalom,Turinafa
2:23:47,ተስፍኛዋ,አብቹዬ  $❤ $❤ $👑 $👑 $👑
2:23:47,Abidiu Ahmede,ከከከከከከከከከከከ
2:23:48,Ethio Tube - ኢትዮ ቲዩብ,#Stop_AmharaCivilians_Genogide  $🚫 $🚫 $🚫  #AbiyAhmed_is_akiller
2:23:51,Andamlak sahlu official YouTube channel,$🤣 $🤣 $🤣 $🤣 $🤣 $🤣 $🤣
2:23:51,Forever Ethiopia,ለአቅመ ደካሞች ዘመናዊ እና ምቹ መኖሪያ ቤቶችን ገንብቶ ያስረከበ ሊመሰገን እና ሊከበር የሚገባው በጎ መንግስት ነው፤
2:23:52,ተስፍኛዋ,አብቹዬ  $❤ $❤ $👑 $👑 $👑
2:23:56,Ethio Tube - ኢትዮ ቲዩብ,#Stop_AmharaCivilians_Genogide  $🚫 $🚫 $🚫  #AbiyAhmed_is_akiller
2:23:58,Ethio Tube - ኢትዮ ቲዩብ,#Stop_AmharaCivilians_Genogide  $🚫 $🚫 $🚫  #AbiyAhmed_is_akiller
1707206319815520,N/A,placeholder content
2:24:01,Ketema Anbessa,ድርቅ ችግኝ አያመጣም ሰላም እንጂ ።
2:24:03,ተስፍኛዋ,አብቹዬ እረጅም እድሜ ከጤና ጋር ይስጥልን ፈጣሪ አምላክ እንወድሃለን የኛ መሪ $❤ $❤
2:24:03,Dz Ethio,በጠ/ሚ አቢይ እና ካቢኔያቸው ጥረት ኢትዮጵያ የባህር በር ሊታገኝ ተቃርቧል። ኢትዮጵያ የጂቡቲ ወደብ ላይ ጥገኛ ሆና መቀጠል ስለሌላባት ከሶማሌላንድ የገባችው ስምምነት ቶሎ ተግባራዊ መሆን አለበት።
2:24:03,Tewoderos tesfaye,አብይ የሚገባው የህፃት ትምህርት ቤት የተረት አባት መሆን ነበር፣ ኢትጵያን ለማፍረስ ተልዕኮ ይዞ በቁርጠኝነት እየሰራ ያለ ሰው ነው፣ አብይ ለፍርድ መቅረብ ያለበት ወንጀለኛ ነው፡፡ የኢትዮጵያ ህዝቦች መቼ ነው የምትነቁት? አብይ እንክርዳድ ነው
2:24:05,Ethio Tube - ኢትዮ ቲዩብ,#Stop_AmharaCivilians_Genogide  $🚫 $🚫 $🚫  #AbiyAhmed_is_akiller
2:24:08,Kiya Amanuel,"Feeding the nation, building a legacy. Your commitments are awe-inspiring!"
2:24:09,ተስፍኛዋ,አብቹዬ እረጅም እድሜ ከጤና ጋር ይስጥልን ፈጣሪ አምላክ እንወድሃለን የኛ መሪ $❤ $❤
2:24:15,Fikadu Ayele,d/r abiy
2:24:21,Kiya Amanuel,በብልጽግና ዘመን ብዙ ለውጥ፣ብዙ ተስፋ አለን።ኢትዮጵያችንም ትበለፅጋለች።
2:24:21,Dz Ethio,🇪🇹🇪🇹ታላቅ ነበርን በአብቹ መሪነት እንደገና የታላቅ ሀገር ህዝቦች እንሆናለን
2:24:23,batuga tagin,PM.Abiy Ahmed (PhD) lifted restrictions on the independent media and invited the country's once banned opposition groups back into the country from exile!.
2:24:30,lol lol,ሰራሕተኛታት ልምዓት ናብራ ህዝቢ ኣብ ምቕያር ግልፂ ኣወንታዊ ፅልዋ ካብ ዘለዎም ገዲፍካ ብልፅግና ኢትዮጵያ ክውን ገይሮም እዮም።
2:24:31,Destaye Begeta,ማንም አያዘንም በተከፈተ አይናችን ያየነውን እውነት ነው ታሪክ ጠይቁ፣ ቆም ብላችሁ አስቡ ይልቅስ ንቁ! ንቁ!
2:24:40,Dz Ethio,ከአቢቹ ጋር ዛሬም እንደ ትላንቱ ፈተናዎችን በድል እንሻገራለን ብልጽግናችንንም እውን እናደርጋለን።
2:24:46,batuga tagin,Abiy Ahmed Ali is the only development leader who changed Ethiopia's history from wheat demand to wheat export in a short period of time.
2:24:46,frehiwot Alemu,Xiyyeefannaan gama tekinoloojiin kennamee hojjetamaa jiru daran cimuu qaba
2:24:53,Tewoderos tesfaye,አብይ የሚገባው የህፃት ትምህርት ቤት የተረት አባት መሆን ነበር፣ ኢትጵያን ለማፍረስ ተልዕኮ ይዞ በቁርጠኝነት እየሰራ ያለ ሰው ነው፣ አብይ ለፍርድ መቅረብ ያለበት ወንጀለኛ ነው፡፡ የኢትዮጵያ ህዝቦች መቼ ነው የምትነቁት? አብይ እንክርዳድ ነው!
2:24:53,Debre Maebel Media,ሀገር ሰላም ለማድረግ ከተፈለገ በመንግሥት ስር ያሉ አመራሮች ሁሉም ሰላማዊ አስተሳሰብ ያለው ግንዛቤ እንዲኖራቸው ስለ ሰላም እዲሰብኩ ጠንካራ የሆነ ስራ ተሰርቶ ቢሰራ ጠንካራ አንድ አስተሳሰብ ያላት ኢትዮጵያ ትገነባለች ። መንግስት በትግራይ ክልል ያለ ረሃብ መታደግ አለበት ።
2:24:55,Dz Ethio,የኢትዮጵያ ብልጽግና የሠላምና የመደመር ውጤት እንጂ፤ በጦርነትና በውድመት የሚሳካ አይደለም።ከጠቅላዩ ጎን ተሰልፈን ብልጽግናችንን እውን እናደርጋለን።
1707206379009071,N/A,placeholder content
2:25:01,ኢትዮጵያን ለኢየሱስ,የዚህን ሰውዬ ልፋት ጥላሸት የምትቀቡ ታሪክ አይረሳችሁም!
2:25:01,ሞገደኛውtube,በጦርነት ምክንያት የሚረግፈው ህዝብ ሰው አይደለም ወሬ ወሬ ወሬ ብቻ $🤔 $🤔 $🤔 $🤔 $🤔 $🤔 $🤔
2:25:06,getachew belayneh,hi
2:25:10,orion Orionorion,$face-blue-smiling $face-blue-smiling $face-blue-smiling $face-blue-smiling $face-blue-smiling
2:25:11,Moon Star,kikik
2:25:11,Alemhagere,Mootummaan hojii hundaan injifannoo galmeessisaa jiraachuun isaa dhugaadha
2:25:12,batuga tagin,PM.Abiy Ahmed(PhD) created gender parity in the cabinet and established a ministry of peace for the first time!.
2:25:14,Moon Star,kikiki
2:25:14,Dz Ethio,እንደ ጠቅላይ ሚኒስትራችን አብይ አህመድ በቀና አስተሳሰብ ለሀገር ልማት በቁርጠኝነት እንነሳ።
2:25:16,Temesgen Yohannes,ABICHUUU
2:25:16,Moon Star,kikiki
2:25:18,Moon Star,kikikik
2:25:19,hawwii keenya,Waa in la ogaadaa in   itoobiyanku marka la taabto aEesEEsey kacdo dalka iyo koox kasta oo dantooda u soo doontay.
2:25:19,Innocent Guitar,"My all time PM. ""ድርቅ መንግሥት ያመጣው አይደለም። ""እኛ የታቀፍነው የቆቅ ለጅ ነው።""""በሒደት እያጠሩ እንክርዳዱን መለየት ነው።"" ። ""ሥንሠራ የቸሻለ ለውጥ ይመጣል""። ""ነገን ለመዋጀት""""ለትናንት ስንፋጅ ነገን እያጣን ነው"" ""ለባንዳ ቢዝነስ ለጠላቶች ግን አገር ማፍረስ ነው። "" አቢይ አሕመድ።"
2:25:21,Moon Star,kikiki
2:25:23,Moon Star,kikikik
2:25:24,Kiya Amanuel,ብልጽግናችንን ለማረጋገጥ በራሳችን አቅምና ብቃት እየተጋን እንገኛለን፤ ለዚህም እየተገነቡ ያሉ ፕሮጀክቶቻች ምስክሮች ናቸው፡
2:25:25,Moon Star,kkiki
2:25:25,selam Adem Sung,$washhands $washhands $washhands አቡቹ በርታ አንተ ጀግና ናክ
2:25:26,Moon Star,kikiki
2:25:28,Aragaw Ambaw,ስንቱ በርሃብ እየረገፈ በርሀብ የሞተ የለም ይላል ምን አይነት ሰው ነው በናታችሁ
2:25:29,Innocent Guitar,"My all time PM. ""ድርቅ መንግሥት ያመጣው አይደለም። ""እኛ የታቀፍነው የቆቅ ለጅ ነው።""""በሒደት እያጠሩ እንክርዳዱን መለየት ነው።"" ። ""ሥንሠራ የቸሻለ ለውጥ ይመጣል""። ""ነገን ለመዋጀት""""ለትናንት ስንፋጅ ነገን እያጣን ነው"" ""ለባንዳ ቢዝነስ ለጠላቶች ግን አገር ማፍረስ ነው። "" አቢይ አሕመድ።"
2:25:29,Nomowe Hawassa,እግዚአብሔር ከአንተ ጋር ይሁን  $❤ $🎋
2:25:30,ኢትዮጵያን ለኢየሱስ,@ሞገደኛው ገሎ አልቃሽ
2:25:33,Dz Ethio,አቢቹ አባ መላ ኢትዮጵያን መለወጥ እንደሚቻል በተግባር ያሳየ ድንቅ መሪ ነው!!
2:25:34,Moon Star,kiki
2:25:34,Innocent Guitar,"My all time PM. ""ድርቅ መንግሥት ያመጣው አይደለም። ""እኛ የታቀፍነው የቆቅ ለጅ ነው።""""በሒደት እያጠሩ እንክርዳዱን መለየት ነው።"" ። ""ሥንሠራ የቸሻለ ለውጥ ይመጣል""። ""ነገን ለመዋጀት""""ለትናንት ስንፋጅ ነገን እያጣን ነው"" ""ለባንዳ ቢዝነስ ለጠላቶች ግን አገር ማፍረስ ነው። "" አቢይ አሕመድ።"
2:25:35,Moon Star,kikik
1707206416757756,N/A,placeholder content
2:25:37,Moon Star,kikik
2:25:39,Innocent Guitar,"My all time PM. ""ድርቅ መንግሥት ያመጣው አይደለም። ""እኛ የታቀፍነው የቆቅ ለጅ ነው።""""በሒደት እያጠሩ እንክርዳዱን መለየት ነው።"" ። ""ሥንሠራ የቸሻለ ለውጥ ይመጣል""። ""ነገን ለመዋጀት""""ለትናንት ስንፋጅ ነገን እያጣን ነው"" ""ለባንዳ ቢዝነስ ለጠላቶች ግን አገር ማፍረስ ነው። "" አቢይ አሕመድ።"
2:25:40,Habtamu Gebeyehu,አተርኩስ
2:25:40,Zid Waleta,$face-green-smiling $face-green-smiling $face-green-smiling $face-green-smiling $face-green-smiling $face-green-smiling $face-green-smiling ????????????????
2:25:41,lol lol,ሰራሕተኛታት ልምዓት ናብራ ህዝቢ ኣብ ምቕያር ግልፂ ኣወንታዊ ፅልዋ ካብ ዘለዎም ገዲፍካ ብልፅግና ኢትዮጵያ ክውን ገይሮም እዮም።
2:25:42,Tilahun ASNAKE,ashangulit parlama
1707206423344616,N/A,placeholder content
2:25:44,dibora aylew,ሁሉንም ነገር ለመንግስት ብቻ ከመተው ከኢትዮጵያ ውስጣዊ ፍላጎቶች ጋር የሚጣረስ ሉአላዊነቷን እና የሁለንተናዊ ብልፅግና ጉዞዋን ያከበረ ወዳጅነትን ማዳበር እንደ ህዝብ ኃላፊነታችንን መወጣት አለብን።
2:25:49,Dz Ethio,አብይ ኢትዮጵያን እምቅ የተፈጥሮ ሀብት እውጥቶ መልካም ገጽታዋን ለአለም ያሳያ መሪ ነው።
2:25:50,batuga tagin,Prime Minister Abiy Ahmed's determination and success in wheat development has transformed Ethiopia from being a wheat recipient to a foreign market supplier!.
2:25:53,Innocent Guitar,"My all time PM. ""ድርቅ መንግሥት ያመጣው አይደለም። ""እኛ የታቀፍነው የቆቅ ለጅ ነው።""""በሒደት እያጠሩ እንክርዳዱን መለየት ነው።"" ። ""ሥንሠራ የቸሻለ ለውጥ ይመጣል""። ""ነገን ለመዋጀት""""ለትናንት ስንፋጅ ነገን እያጣን ነው"" ""ለባንዳ ቢዝነስ ለጠላቶች ግን አገር ማፍረስ ነው። "" አቢይ አሕመድ።"
2:25:53,Zid Waleta,አረ ሳቁ $face-green-smiling $face-green-smiling $face-green-smiling $face-green-smiling $face-green-smiling $face-green-smiling
2:25:55,daniel berihun,sele sendi minim atwekem tadiya yet ale factory tezgetwal eko sewyew
2:25:58,Kiya Amanuel,Ethiopia’s wheat surplus is a testament to your outstanding leadership. Proud to have you as our PM!
2:26:00,Innocent Guitar,"My all time PM. ""ድርቅ መንግሥት ያመጣው አይደለም። ""እኛ የታቀፍነው የቆቅ ለጅ ነው።""""በሒደት እያጠሩ እንክርዳዱን መለየት ነው።"" ። ""ሥንሠራ የቸሻለ ለውጥ ይመጣል""። ""ነገን ለመዋጀት""""ለትናንት ስንፋጅ ነገን እያጣን ነው"" ""ለባንዳ ቢዝነስ ለጠላቶች ግን አገር ማፍረስ ነው። "" አቢይ አሕመድ።"
2:26:01,dibora aylew,መንግስትን እናክብር እኛም እንከበበር መውቀስ እና መክሰስ ብቻ አናብዛ ወንድማማችነትን የሚያጎለብት ስራ በጋራ እንስራ ያኔ ነው ሀገር ሰላም የምትሆነው።
2:26:02,Keeti beeka,egeree biyyaa biyyaa keenya Jijjiiruuf Har’a tokkummaa fi dandeettii qabnu fayyadamne Biyyaa gummaacha nurraa eeggamu bahachuu qabna.
2:26:03,batuga tagin,Ethiopian prime minister have successfully completed the Ethiopian Renaissance dam filling without bothering and hurting anyone else!.
2:26:05,Alemhagere,Extremism kan dhufu ilaalchi koo malee ilaalchi hundi sirrii miti jedhu irraati
2:26:05,Innocent Guitar,"My all time PM. ""ድርቅ መንግሥት ያመጣው አይደለም። ""እኛ የታቀፍነው የቆቅ ለጅ ነው።""""በሒደት እያጠሩ እንክርዳዱን መለየት ነው።"" ። ""ሥንሠራ የቸሻለ ለውጥ ይመጣል""። ""ነገን ለመዋጀት""""ለትናንት ስንፋጅ ነገን እያጣን ነው"" ""ለባንዳ ቢዝነስ ለጠላቶች ግን አገር ማፍረስ ነው። "" አቢይ አሕመድ።"
2:26:09,Dz Ethio,ያለምንም ጥርጥር መጪው ዘመን ከአቢቹ አባመላ ጋር ብሩህ ነው።
2:26:10,Innocent Guitar,"My all time PM. ""ድርቅ መንግሥት ያመጣው አይደለም። ""እኛ የታቀፍነው የቆቅ ለጅ ነው።""""በሒደት እያጠሩ እንክርዳዱን መለየት ነው።"" ። ""ሥንሠራ የቸሻለ ለውጥ ይመጣል""። ""ነገን ለመዋጀት""""ለትናንት ስንፋጅ ነገን እያጣን ነው"" ""ለባንዳ ቢዝነስ ለጠላቶች ግን አገር ማፍረስ ነው። "" አቢይ አሕመድ።"
2:26:11,Deresse Shallo,His speech proves his grade seven academic status !
2:26:15,Zid Waleta,$face-green-smiling $face-green-smiling $face-green-smiling $face-green-smiling $face-green-smiling $face-green-smiling $face-green-smiling $face-green-smiling
2:26:15,hirut dagne,የዋጋ ግሽበት እና የኑሮ ውድነት ታሪክ ለማድረግ መንግስት የያዘው የኢኮኖሚ ማሻሻ ተጠናክሮ ይቀጥላል፡
2:26:16,Innocent Guitar,"My all time PM. ""ድርቅ መንግሥት ያመጣው አይደለም። ""እኛ የታቀፍነው የቆቅ ለጅ ነው።""""በሒደት እያጠሩ እንክርዳዱን መለየት ነው።"" ። ""ሥንሠራ የቸሻለ ለውጥ ይመጣል""። ""ነገን ለመዋጀት""""ለትናንት ስንፋጅ ነገን እያጣን ነው"" ""ለባንዳ ቢዝነስ ለጠላቶች ግን አገር ማፍረስ ነው። "" አቢይ አሕመድ።"
2:26:18,Abidiu Ahmede,قل والله مافي جوع $face-pink-tears $face-pink-tears $face-pink-tears $face-pink-tears $face-pink-tears $face-pink-tears $body-blue-raised-arms $body-blue-raised-arms $body-blue-raised-arms $body-blue-raised-arms $body-blue-raised-arms
2:26:19,ኢትዮጵያን ለኢየሱስ,$👏 $👏 $👏 $👏 $👏 $👏
2:26:20,Amar Nureden,ተረት $face-purple-crying $face-purple-crying $face-purple-crying $face-purple-crying $face-purple-crying $face-purple-crying
2:26:21,Debre Maebel Media,ሀገር ሰላም ለማድረግ ከተፈለገ በመንግሥት ስር ያሉ አመራሮች ሁሉም ሰላማዊ አስተሳሰብ ያለው ግንዛቤ እንዲኖራቸው ስለ ሰላም እዲሰብኩ ጠንካራ የሆነ ስራ ተሰርቶ ቢሰራ ጠንካራ አንድ አስተሳሰብ ያላት ኢትዮጵያ ትገነባለች ።መንግስት በትግራይ ክልል ያለ ረሀብ በቶሎ መታደግ ነው ያለበት ።
2:26:22,lol lol,ሰራሕተኛታት ልምዓት ናብራ ህዝቢ ኣብ ምቕያር ግልፂ ኣወንታዊ ፅልዋ ካብ ዘለዎም ገዲፍካ ብልፅግና ኢትዮጵያ ክውን ገይሮም እዮም።
2:26:22,Innocent Guitar,"My all time PM. ""ድርቅ መንግሥት ያመጣው አይደለም። ""እኛ የታቀፍነው የቆቅ ለጅ ነው።""""በሒደት እያጠሩ እንክርዳዱን መለየት ነው።"" ። ""ሥንሠራ የቸሻለ ለውጥ ይመጣል""። ""ነገን ለመዋጀት""""ለትናንት ስንፋጅ ነገን እያጣን ነው"" ""ለባንዳ ቢዝነስ ለጠላቶች ግን አገር ማፍረስ ነው። "" አቢይ አሕመድ።"
2:26:23,Aragaw Ambaw,ዋግ ህምራ ብቻ በርሃብ የሚሚተው የትየለሌ ነውኮ
2:26:24,dibora aylew,ኢትዮጵያ በለውጥ ጎዳና ላይ ስለሆነች የኢትዮጵያ ኢኮኖሚስቶች የሚወስዱት የማሻሻያ እርምጃ መሰረታዊ ለውጥ ያመጣል፡፡
2:26:25,Dz Ethio,ለረጅም አመታት አይተን የማናውቀውን ነፃነትም ሆነ ብዙ ጥሩ ጎን አንተ ከመጣህ ያየናቸው የጀግንነት መገለጫዎች ናቸውና እናመሰግናለን።
2:26:28,frehiwot Alemu,Biyyi tokko guddachuuf tekinoloojii fayyadamuun murteessadha kun jabaatee itti fufuu qaba
2:26:35,Kiya Amanuel,"Observing significant improvements in our agriculture. It's a testament to your dedication, Prime Minister!"
2:26:35,Daniel Denebo,ሌላው ተረት ተጀመረ
2:26:35,TESFAYE,"THE TRUTH ETHIOPIAN WHO CARE THE FUTURE GENERATIONS WILL SUPPORT DR, ABBEY BECAUSE HE IS DOING 4 - ALL ETHIOPIAN🇪🇹 BUT ENEMIES WANT BY ZNY WZY ONLY A POWER !"
2:26:36,yabby ml,The most talkative and unworthy of leader in Ethiopian history who doesn’t care about citizens life
2:26:38,manchester united,"frankly speaking, who can freely move, work and live from one place to another in Ethiopia currently??? who can answer for me?????????"
2:26:39,SEENAA GAARII OFFICIAL,Biyyi kun wal dhaga'uun isa dura akka ta'e baruu qaba
2:26:44,Dz Ethio,ጠቅላይ ሚንስትር ዶ/ር ዐቢይ አሕመድ በተጋበዙበትም ሆነ በሄዱበት ሁሉ ተቀባይነትን ያተረፉ፣ የኢትዮጵያ ዲፕሎማሲ በአጭር ጊዜ ውስጥ ፍሬያማ እንዲሆን ያደረጉና በአለም ፊት የሀገራችንን ገጽታ ወደ መልካም መቀየር የቻሉ መሪ ነው።
2:26:52,daniel berihun,weri becha ere selchen gena satjemer saqu
2:26:54,Dagnachew Workalemahu,በምኒሊክ ወቅትም ሆነ ከዚያ በፊት የዓለም ህዝብ የሚያልቀው በወረርሺኝ መሆኑ ግልጽ ነበር! ክትባት የለም! ቢገኝም ኢትዮጵያ አልደረሰም! በጦርነት ግን አይደለም! በወያኔ ጦርነት እኮ የትግራይ ወጣት አንዱ ጥናት 1 ሚሊዮን አልቀዋል ይላል! የኢትዮጵያ ወታደር ደግሞ የሰሜኑን ዕዝ ጨምሮ ከ100 ሺ በላይ ነው!
1707206496475433,N/A,placeholder content
2:26:57,Hanna Tamrat,$❤ $❤ $❤ $❤ $❤ $❤ $❤ $❤ $❤
2:26:59,Dagnachew Workalemahu,የነጃዋር ፍጂት የሸኔን ፍጅትና ሌሎቹ የቸረሱትና ያፈናቀሉት ግን መንግስትም በእጁ ስለሆነ መካድ አይቻልም!
2:27:01,turkishboutique356 zefmeshthirdfloor,"This is the elected leader of the country Ethiopia, we have to use this opportunity."
2:27:02,Debre Maebel Media,ሀገር ሰላም ለማድረግ ከተፈለገ በመንግሥት ስር ያሉ አመራሮች ሁሉም ሰላማዊ አስተሳሰብ ያለው ግንዛቤ እንዲኖራቸው ስለ ሰላም እዲሰብኩ ጠንካራ የሆነ ስራ ተሰርቶ ቢሰራ ጠንካራ አንድ አስተሳሰብ ያላት ኢትዮጵያ ትገነባለች ።መንግስት በትግራይ ክልል ያለ ረሀብ በቶሎ መታደግ ነው ያለበት ።
2:27:02,Biruk Tolera,tert teret
2:27:03,Tadilios Million,$❤ $❤ $❤ $❤ $❤ $❤
2:27:03,Amar Nureden,አይ ተረት $face-purple-crying $face-purple-crying $face-purple-crying $face-purple-crying $face-purple-crying $face-purple-crying $face-purple-crying $face-purple-crying $face-purple-crying $face-purple-crying $face-purple-crying
2:27:04,Ermias,የቲለ
2:27:05,Sofonyas Berhanu,hahahahah
2:27:05,Moon Star,Terte
2:27:06,Tadilios Million,$❤ $❤ $❤ $❤ $❤ $❤ $❤
2:27:08,መርየም ጎደሬዋ,እረመጀመሪያሀገሪቱን ሠላም ይመለሥ ህዝብ ወጥቶ በሠላም ይመለስ ቅድሞለሠላም እጃችሁን ዘርጉ
2:27:08,Dz Ethio,🇪🇹➢ ውድ መሪያችን በአንተ የአመራር ዘመን ኢትዮጵያ አትፈርስም፡፡ ይሄንን እኛም እናምናለን ።
2:27:08,Hanna Tamrat,$👍 $👍 $👍 $👍 $👍 $👍 $👍 $👍
2:27:09,Gebremariyam Bizuayehu,tereteret
2:27:09,Moon Star,Terte
2:27:10,Tadilios Million,$❤ $❤ $❤ $❤
2:27:11,Hana Kinfe,የዚህ አስመሳይ ግለሰብ ደጋፊዎች እነማን ናቸው  $🙈 $🙉 $🙈 $🙉
2:27:11,dibora aylew,$👍 $👍 $👍 $👍 $👍 $👍 $👍 $👍 $👍 $👍 $👍 $👍 $👍 $👍 $👍 $👍 $👍 $👍 $👍 $👍
2:27:11,Kiya Amanuel,ያለንን ሀብት እና እምቅ እንድንጠቀም የታላቁ መሪያችን ዶክተር አብይ አህመድ ሚና ከፍተኛ ነው ፡፡
2:27:12,ኢትዮጵያን ለኢየሱስ,ገና ትመራለህ አቢቹኮ 🇪🇹 $👍 $💪 $💪 $💪
2:27:12,Tadilios Million,$❤ $❤ $❤ $❤ $❤
2:27:14,Tadilios Million,$❤ $❤ $❤ $❤ $❤ $❤
2:27:14,Moon Star,Terete
2:27:15,Anteneh Zegeye,Ante weshtam liba Atafrem / you are not human bing Affe / Monkey
2:27:16,yabby ml,Yaaheturuutu
2:27:16,Tadilios Million,$❤ $❤ $❤ $❤ $❤
2:27:17,Tadilios Million,$❤ $❤ $❤ $❤ $❤
2:27:19,Tadilios Million,$❤ $❤ $❤ $❤ $❤ $❤
2:27:19,Moon Star,Terete
2:27:20,Tadilios Million,$❤ $❤ $❤ $❤
2:27:20,የትግል ህይወት,በጦር እርገፈክን ከዚህ በላይ
1707206522103656,N/A,placeholder content
2:27:22,Fessha Habtay,ተጀመረ   ተረተረት
